NextprotID,Anchor,GeneName,Chr,ProteinEvidence,PE,Missing
NX_Q9GZX5,,ZNF350,19,protein level,PE1,0
NX_Q8N8J6,,ZNF615,19,transcript level,PE2,1
NX_Q8N883,,ZNF614,19,transcript level,PE2,1
NX_O94892,,ZNF432,19,protein level,PE1,0
NX_Q6ZN19,,ZNF841,19,transcript level,PE2,1
NX_Q08AN1,,ZNF616,19,protein level,PE1,0
NX_Q6ZNA1,,ZNF836,19,transcript level,PE2,1
NX_P30153,,PPP2R1A,19,protein level,PE1,0
NX_Q5HY98,,ZNF766,19,transcript level,PE2,1
NX_Q8WV37,,ZNF480,19,protein level,PE1,0
NX_Q8N9Z0,,ZNF610,19,transcript level,PE2,1
NX_Q6PDB4,,ZNF880,19,transcript level,PE2,1
NX_Q3MIS6,,ZNF528,19,protein level,PE1,0
NX_Q76KX8,,ZNF534,19,transcript level,PE2,1
NX_Q96N58,,ZNF578,19,transcript level,PE2,1
NX_Q1T7F1,,-,19,uncertain,PE5,0
NX_Q8N4W9,,ZNF808,19,transcript level,PE2,1
NX_Q9NV72,,ZNF701,19,transcript level,PE2,1
NX_P52743,,ZNF137P,19,uncertain,PE5,0
NX_P51522,,ZNF83,19,transcript level,PE2,1
NX_Q8N823,,ZNF611,19,transcript level,PE2,1
NX_Q6ZNG1,,ZNF600,19,protein level,PE1,0
NX_P17035,,ZNF28,19,protein level,PE1,0
NX_Q5VIY5,,ZNF468,19,transcript level,PE2,1
NX_A2RRD8,,ZNF320,19,protein level,PE1,0
NX_Q0VGE8,,ZNF816,19,protein level,PE1,0
NX_Q8N8H1,,ZNF321P,19,uncertain,PE5,0
NX_Q9H963,,ZNF702P,19,uncertain,PE5,0
NX_Q9HCG1,,ZNF160,19,protein level,PE1,0
NX_Q09FC8,,ZNF415,19,protein level,PE1,0
NX_Q96SE7,,ZNF347,19,protein level,PE1,0
NX_Q9H7R5,,ZNF665,19,transcript level,PE2,1
NX_Q6ZRF7,,ZNF818P,19,uncertain,PE5,0
NX_Q86XU0,,ZNF677,19,transcript level,PE2,1
NX_Q8NFZ6,,VN1R2,19,transcript level,PE2,1
NX_Q7Z5H5,,VN1R4,19,transcript level,PE2,1
NX_A6NNH2,,FAM90A27P,19,homology,PE3,1
NX_Q96P09,,BIRC8,19,protein level,PE1,0
NX_Q96IR2,,ZNF845,19,protein level,PE1,0
NX_Q8N782,,ZNF525,19,transcript level,PE2,1
NX_Q7L2R6,,ZNF765,19,transcript level,PE2,1
NX_Q86XN6,,ZNF761,19,transcript level,PE2,1
NX_Q6ZN06,,ZNF813,19,transcript level,PE2,1
NX_Q9NQX6,,ZNF331,19,transcript level,PE2,1
NX_Q7Z475,,-,19,uncertain,PE5,0
NX_A6NFQ7,,DPRX,19,transcript level,PE2,1
NX_P59046,,NLRP12,19,protein level,PE1,0
NX_Q96S97,,MYADM,19,protein level,PE1,0
NX_P05129,,PRKCG,19,protein level,PE1,0
NX_P62955,,CACNG7,19,transcript level,PE2,1
NX_Q8WXS5,,CACNG8,19,protein level,PE1,0
NX_Q9BXT2,,CACNG6,19,protein level,PE1,0
NX_Q6UX27,,VSTM1,19,protein level,PE1,0
NX_B6A8C7,,TARM1,19,transcript level,PE2,1
NX_Q8IYS5,,OSCAR,19,protein level,PE1,0
NX_O95167,,NDUFA3,19,protein level,PE1,0
NX_P0C1Z6,,TFPT,19,protein level,PE1,0
NX_Q8WWY3,,PRPF31,19,protein level,PE1,0
NX_O75175,,CNOT3,19,protein level,PE1,0
NX_Q96BZ8,,LENG1,19,protein level,PE1,0
NX_Q7Z404,,TMC4,19,protein level,PE1,0
NX_Q96N66,,MBOAT7,19,protein level,PE1,0
NX_Q9BSV6,,TSEN34,19,protein level,PE1,0
NX_P46781,,RPS9,19,protein level,PE1,0
NX_O75022,,LILRB3,19,protein level,PE1,0
NX_Q6PI73,,LILRA6,19,protein level,PE1,0
NX_O75023,,LILRB5,19,protein level,PE1,0
NX_Q8N423,,LILRB2,19,protein level,PE1,0
NX_Q8N6C8,,LILRA3,19,protein level,PE1,0
NX_A6NI73,,LILRA5,19,protein level,PE1,0
NX_P59901,,LILRA4,19,protein level,PE1,0
NX_Q6GTX8,,LAIR1,19,protein level,PE1,0
NX_Q9H313,,TTYH1,19,protein level,PE1,0
NX_Q96PV6,,LENG8,19,protein level,PE1,0
NX_Q96B70,,LENG9,19,protein level,PE1,0
NX_Q6NZY7,,CDC42EP5,19,protein level,PE1,0
NX_P43631,,KIR2DS2,19,protein level,PE1,0
NX_Q6ISS4,,LAIR2,19,transcript level,PE2,1
NX_P43627,,KIR2DL2,19,protein level,PE1,0
NX_Q9H7L2,,KIR3DX1,19,uncertain,PE5,0
NX_Q8N149,,LILRA2,19,protein level,PE1,0
NX_Q8NHL6,,LILRB1,19,protein level,PE1,0
NX_O75019,,LILRA1,19,transcript level,PE2,1
NX_Q8NHJ6,,LILRB4,19,protein level,PE1,0
NX_P43629,,KIR3DL1,19,protein level,PE1,0
NX_Q8N743,,KIR3DL3,19,transcript level,PE2,1
NX_A8MWS1,,KIR3DP1,19,transcript level,PE2,1
NX_Q99706,,KIR2DL4,19,protein level,PE1,0
NX_P43628,,KIR2DL3,19,protein level,PE1,0
NX_P43626,,KIR2DL1,19,protein level,PE1,0
NX_P43632,,KIR2DS4,19,protein level,PE1,0
NX_P43630,,KIR3DL2,19,transcript level,PE2,1
NX_P24071,,FCAR,19,protein level,PE1,0
NX_O76036,,NCR1,19,protein level,PE1,0
NX_Q8WX94,,NLRP7,19,protein level,PE1,0
NX_Q9NX02,,NLRP2,19,protein level,PE1,0
NX_Q9HCN6,,GP6,19,protein level,PE1,0
NX_Q8NBN7,,RDH13,19,protein level,PE1,0
NX_Q8TE68,,EPS8L1,19,protein level,PE1,0
NX_Q9BZL4,,PPP1R12C,19,protein level,PE1,0
NX_P13805,,TNNT1,19,protein level,PE1,0
NX_P19429,,TNNI3,19,protein level,PE1,0
NX_Q8N9W5,,DNAAF3,19,protein level,PE1,0
NX_O00445,,SYT5,19,protein level,PE1,0
NX_Q9HD43,,PTPRH,19,protein level,PE1,0
NX_Q8N661,,TMEM86B,19,protein level,PE1,0
NX_Q9UPN7,,PPP6R1,19,protein level,PE1,0
NX_Q9NZL4,,HSPBP1,19,protein level,PE1,0
NX_Q8TDC3,,BRSK1,19,protein level,PE1,0
NX_A6NC51,,TMEM150B,19,transcript level,PE2,1
NX_Q86Y97,,SUV420H2,19,protein level,PE1,0
NX_Q6YFQ2,,COX6B2,19,transcript level,PE2,1
NX_Q8N5Q1,,FAM71E2,19,uncertain,PE5,0
NX_Q8ND99,,-,19,uncertain,PE5,0
NX_P20809,,IL11,19,protein level,PE1,0
NX_Q8WZ59,,TMEM190,19,transcript level,PE2,1
NX_C9JI98,,TMEM238,19,protein level,PE1,0
NX_P46779,,RPL28,19,protein level,PE1,0
NX_Q16763,,UBE2S,19,protein level,PE1,0
NX_A6NL88,,SHISA7,19,transcript level,PE2,1
NX_Q96AB3,,ISOC2,19,protein level,PE1,0
NX_Q5EBL2,,ZNF628,19,transcript level,PE2,1
NX_Q8WUY8,,NAT14,19,protein level,PE1,0
NX_A1L4H1,,SSC5D,19,protein level,PE1,0
NX_P0C263,,SBK2,19,protein level,PE1,0
NX_P0C264,,SGK110,19,homology,PE3,1
NX_Q8NAF0,,ZNF579,19,protein level,PE1,0
NX_Q96SL8,,FIZ1,19,protein level,PE1,0
NX_Q96C55,,ZNF524,19,transcript level,PE2,1
NX_P0CJ78,,ZNF865,19,protein level,PE1,0
NX_Q8NCA9,,ZNF784,19,transcript level,PE2,1
NX_Q9UK33,,ZNF580,19,protein level,PE1,0
NX_Q9P0T4,,ZNF581,19,protein level,PE1,0
NX_Q9BWC9,,CCDC106,19,protein level,PE1,0
NX_P26368,,U2AF2,19,protein level,PE1,0
NX_Q9Y6I3,,EPN1,19,protein level,PE1,0
NX_Q7RTR0,,NLRP9,19,transcript level,PE2,1
NX_A6NLU0,,RFPL4A,19,protein level,PE1,0
NX_F8VTS6,,RFPL4AL1,19,transcript level,PE2,1
NX_P59045,,NLRP11,19,transcript level,PE2,1
NX_Q96MN2,,NLRP4,19,protein level,PE1,0
NX_Q86W25,,NLRP13,19,protein level,PE1,0
NX_Q86W28,,NLRP8,19,transcript level,PE2,1
NX_P59047,,NLRP5,19,transcript level,PE2,1
NX_Q6DD87,,ZNF787,19,protein level,PE1,0
NX_Q8N0Y2,,ZNF444,19,protein level,PE1,0
NX_Q9UBC7,,GALP,19,transcript level,PE2,1
NX_A6NJL1,,ZSCAN5B,19,transcript level,PE2,1
NX_A6NGD5,,ZSCAN5C,19,homology,PE3,1
NX_Q9BUG6,,ZSCAN5A,19,protein level,PE1,0
NX_P0CG00,,ZSCAN5D,19,uncertain,PE5,0
NX_Q5EBM4,,ZNF542,19,uncertain,PE5,0
NX_Q96NG8,,ZNF582,19,transcript level,PE2,1
NX_Q96ND8,,ZNF583,19,transcript level,PE2,1
NX_Q5HYK9,,ZNF667,19,protein level,PE1,0
NX_Q9BX82,,ZNF471,19,transcript level,PE2,1
NX_Q8NHY6,,ZFP28,19,protein level,PE1,0
NX_Q6ECI4,,ZNF470,19,transcript level,PE2,1
NX_Q9NQZ8,,ZNF71,19,transcript level,PE2,1
NX_P0DL12,,SMIM17,19,predicted,PE4,1
NX_Q9Y2P0,,ZNF835,19,transcript level,PE2,1
NX_Q9NZV7,,ZIM2,19,transcript level,PE2,1
NX_Q9GZU2,,PEG3,19,protein level,PE1,0
NX_Q9HBJ7,,USP29,19,transcript level,PE2,1
NX_Q96PE6,,ZIM3,19,transcript level,PE2,1
NX_A6NLW8,,DUXA,19,transcript level,PE2,1
NX_O43296,,ZNF264,19,protein level,PE1,0
NX_Q9UQB9,,AURKC,19,protein level,PE1,0
NX_Q5CZA5,,ZNF805,19,transcript level,PE2,1
NX_Q14592,,ZNF460,19,protein level,PE1,0
NX_Q08ER8,,ZNF543,19,protein level,PE1,0
NX_Q9HCX3,,ZNF304,19,transcript level,PE2,1
NX_Q8IVP9,,ZNF547,19,transcript level,PE2,1
NX_P0DI82,,TRAPPC2P1,19,protein level,PE1,0
NX_Q8NEK5,,ZNF548,19,transcript level,PE2,1
NX_P17021,,ZNF17,19,transcript level,PE2,1
NX_O43361,,ZNF749,19,protein level,PE1,0
NX_Q9GZP7,,VN1R1,19,transcript level,PE2,1
NX_Q68DY9,,ZNF772,19,transcript level,PE2,1
NX_Q96HQ0,,ZNF419,19,transcript level,PE2,1
NX_Q6PK81,,ZNF773,19,protein level,PE1,0
NX_Q6P9A3,,ZNF549,19,transcript level,PE2,1
NX_Q9BWM5,,ZNF416,19,transcript level,PE2,1
NX_Q3SY52,,ZIK1,19,transcript level,PE2,1
NX_Q6P9A1,,ZNF530,19,transcript level,PE2,1
NX_P52741,,ZNF134,19,transcript level,PE2,1
NX_Q13398,,ZNF211,19,transcript level,PE2,1
NX_Q8NAM6,,ZSCAN4,19,transcript level,PE2,1
NX_Q7Z340,,ZNF551,19,protein level,PE1,0
NX_Q8TAW3,,ZNF671,19,transcript level,PE2,1
NX_Q68DI1,,ZNF776,19,protein level,PE1,0
NX_Q9NXT0,,ZNF586,19,transcript level,PE2,1
NX_Q9H707,,ZNF552,19,protein level,PE1,0
NX_E7ETH6,,ZNF587B,19,transcript level,PE2,1
NX_B7Z6K7,,ZNF814,19,transcript level,PE2,1
NX_Q96SQ5,,ZNF587,19,transcript level,PE2,1
NX_Q8TAU3,,ZNF417,19,transcript level,PE2,1
NX_Q8TF45,,ZNF418,19,protein level,PE1,0
NX_Q9Y2P7,,ZNF256,19,protein level,PE1,0
NX_Q8NEA5,,C19orf18,19,transcript level,PE2,1
NX_Q8WXB4,,ZNF606,19,transcript level,PE2,1
NX_Q8NBB4,,ZSCAN1,19,transcript level,PE2,1
NX_P52742,,ZNF135,19,transcript level,PE2,1
NX_Q8TBC5,,ZSCAN18,19,protein level,PE1,0
NX_Q86UD4,,ZNF329,19,protein level,PE1,0
NX_Q96GC6,,ZNF274,19,protein level,PE1,0
NX_Q6NX49,,ZNF544,19,transcript level,PE2,1
NX_P17098,,ZNF8,19,protein level,PE1,0
NX_P10073,,ZSCAN22,19,protein level,PE1,0
NX_P04217,,A1BG,19,protein level,PE1,0
NX_Q6ZNH5,,ZNF497,19,protein level,PE1,0
NX_Q96EG3,,ZNF837,19,protein level,PE1,0
NX_P46782,,RPS5,19,protein level,PE1,0
NX_Q8IVC4,,ZNF584,19,transcript level,PE2,1
NX_P52740,,ZNF132,19,transcript level,PE2,1
NX_Q6AW86,,ZNF324B,19,transcript level,PE2,1
NX_O75467,,ZNF324,19,protein level,PE1,0
NX_Q9NWS9,,ZNF446,19,protein level,PE1,0
NX_Q9Y2P5,,SLC27A5,19,protein level,PE1,0
NX_Q96K62,,ZBTB45,19,protein level,PE1,0
NX_Q13263,,TRIM28,19,protein level,PE1,0
NX_O43633,,CHMP2A,19,protein level,PE1,0
NX_P61081,,UBE2M,19,protein level,PE1,0
NX_P28698,,MZF1,19,protein level,PE1,0
NX_B6SEH8,,ERVV-1,19,transcript level,PE2,1
NX_B6SEH9,,ERVV-2,19,transcript level,PE2,1
NX_P0CJ79,,ZNF888,19,homology,PE3,1
NX_P61550,,-,19,transcript level,PE2,1
NX_P61572,,-,19,protein level,PE1,0
NX_P61574,,-,19,protein level,PE1,0
NX_P62684,,-,19,protein level,PE1,0
NX_P63120,,-,19,homology,PE3,1
NX_P63121,,-,19,homology,PE3,1
NX_P63132,,-,19,homology,PE3,1
NX_Q14952,,KIR2DS3,19,transcript level,PE2,1
NX_Q14953,,KIR2DS5,19,transcript level,PE2,1
NX_Q14954,,KIR2DS1,19,transcript level,PE2,1
NX_Q8NHK3,,KIR2DL5B,19,homology,PE3,1
NX_Q902F9,,-,19,protein level,PE1,0
NX_Q9WJR5,,ERVK6,19,transcript level,PE2,1
NX_Q9YNA8,,-,19,protein level,PE1,0
NX_Q8N687,,DEFB125,20,transcript level,PE2,1
NX_Q9BYW3,,DEFB126,20,transcript level,PE2,1
NX_Q9H1M4,,DEFB127,20,protein level,PE1,0
NX_Q7Z7B8,,DEFB128,20,transcript level,PE2,1
NX_Q9H1M3,,DEFB129,20,protein level,PE1,0
NX_Q7Z7B7,,DEFB132,20,protein level,PE1,0
NX_Q9NUD7,,C20orf96,20,transcript level,PE2,1
NX_Q9NUD5,,ZCCHC3,20,protein level,PE1,0
NX_O15370,,SOX12,20,protein level,PE1,0
NX_Q9GZP1,,NRSN2,20,protein level,PE1,0
NX_Q96RU7,,TRIB3,20,protein level,PE1,0
NX_Q9BYM8,,RBCK1,20,protein level,PE1,0
NX_Q96BZ9,,TBC1D20,20,protein level,PE1,0
NX_P68400,,CSNK2A1,20,protein level,PE1,0
NX_Q12870,,TCF15,20,transcript level,PE2,1
NX_Q9NQ03,,SCRT2,20,transcript level,PE2,1
NX_Q9NQ40,,SLC52A3,20,protein level,PE1,0
NX_Q9BQ89,,FAM110A,20,protein level,PE1,0
NX_Q9NQ39,,RPS10P5,20,uncertain,PE5,0
NX_Q9Y264,,ANGPT4,20,protein level,PE1,0
NX_Q2I0M5,,RSPO4,20,protein level,PE1,0
NX_Q92530,,PSMF1,20,protein level,PE1,0
NX_Q9NUR3,,TMEM74B,20,protein level,PE1,0
NX_A1L168,,C20orf202,20,transcript level,PE2,1
NX_Q9H4I0,,RAD21L1,20,transcript level,PE2,1
NX_O15079,,SNPH,20,protein level,PE1,0
NX_Q9H190,,SDCBP2,20,protein level,PE1,0
NX_P62942,,FKBP1A,20,protein level,PE1,0
NX_Q9UNZ2,,NSFL1C,20,protein level,PE1,0
NX_Q5JXA9,,SIRPB2,20,protein level,PE1,0
NX_Q9H106,,SIRPD,20,transcript level,PE2,1
NX_O00241,,SIRPB1,20,protein level,PE1,0
NX_Q5TFQ8,,SIRPB1,20,protein level,PE1,0
NX_Q9P1W8,,SIRPG,20,protein level,PE1,0
NX_P78324,,SIRPA,20,protein level,PE1,0
NX_P01213,,PDYN,20,protein level,PE1,0
NX_Q8TDR2,,STK35,20,protein level,PE1,0
NX_Q08188,,TGM3,20,protein level,PE1,0
NX_O95932,,TGM6,20,protein level,PE1,0
NX_P14678,,SNRPB,20,protein level,PE1,0
NX_Q6P1L6,,ZNF343,20,transcript level,PE2,1
NX_Q8TDI7,,TMC2,20,transcript level,PE2,1
NX_O00567,,NOP56,20,protein level,PE1,0
NX_O43837,,IDH3B,20,protein level,PE1,0
NX_Q9BQW3,,EBF4,20,transcript level,PE2,1
NX_Q96SM3,,CPXM1,20,protein level,PE1,0
NX_Q8WW34,,TMEM239,20,transcript level,PE2,1
NX_Q9NUB4,,C20orf141,20,transcript level,PE2,1
NX_Q9H1Q7,,PCED1A,20,protein level,PE1,0
NX_Q9H269,,VPS16,20,protein level,PE1,0
NX_P18433,,PTPRA,20,protein level,PE1,0
NX_O43555,,GNRH2,20,protein level,PE1,0
NX_Q9BYN8,,MRPS26,20,protein level,PE1,0
NX_P01178,,OXT,20,protein level,PE1,0
NX_P01185,,AVP,20,protein level,PE1,0
NX_O94941,,UBOX5,20,protein level,PE1,0
NX_Q7L8L6,,FASTKD5,20,protein level,PE1,0
NX_O60299,,LZTS3,20,protein level,PE1,0
NX_Q96HY6,,DDRGK1,20,protein level,PE1,0
NX_Q9BY32,,ITPA,20,protein level,PE1,0
NX_Q8NBS3,,SLC4A11,20,protein level,PE1,0
NX_Q5TEA3,,C20orf194,20,protein level,PE1,0
NX_O75882,,ATRN,20,protein level,PE1,0
NX_Q9GZZ7,,GFRA4,20,protein level,PE1,0
NX_Q9BZ11,,ADAM33,20,protein level,PE1,0
NX_Q9BZZ2,,SIGLEC1,20,protein level,PE1,0
NX_Q96MM6,,HSPA12B,20,protein level,PE1,0
NX_Q9GZN8,,C20orf27,20,protein level,PE1,0
NX_Q9Y4P9,,SPEF1,20,protein level,PE1,0
NX_P07199,,CENPB,20,protein level,PE1,0
NX_P30305,,CDC25B,20,protein level,PE1,0
NX_Q9NUS5,,AP5S1,20,protein level,PE1,0
NX_Q7Z434,,MAVS,20,protein level,PE1,0
NX_Q9BZ23,,PANK2,20,protein level,PE1,0
NX_Q9Y225,,RNF24,20,protein level,PE1,0
NX_Q9NWM0,,SMOX,20,protein level,PE1,0
NX_P25100,,ADRA1D,20,transcript level,PE2,1
NX_P04156,,PRNP,20,protein level,PE1,0
NX_F7VJQ1,,-,20,protein level,PE1,0
NX_Q9UKY0,,PRND,20,protein level,PE1,0
NX_Q86SH4,,PRNT,20,uncertain,PE5,0
NX_P50749,,RASSF2,20,protein level,PE1,0
NX_Q9UGH3,,SLC23A2,20,protein level,PE1,0
NX_Q96A57,,TMEM230,20,protein level,PE1,0
NX_P12004,,PCNA,20,protein level,PE1,0
NX_O95674,,CDS2,20,protein level,PE1,0
NX_Q8NFJ6,,PROKR2,20,protein level,PE1,0
NX_Q9NPB8,,GPCPD1,20,protein level,PE1,0
NX_Q8IYI0,,C20orf196,20,transcript level,PE2,1
NX_P05060,,CHGB,20,protein level,PE1,0
NX_Q9UJA5,,TRMT6,20,protein level,PE1,0
NX_Q9UJA3,,MCM8,20,protein level,PE1,0
NX_Q9UJA2,,CRLS1,20,protein level,PE1,0
NX_Q8WUT4,,LRRN4,20,protein level,PE1,0
NX_Q9BQL6,,FERMT1,20,protein level,PE1,0
NX_P12643,,BMP2,20,protein level,PE1,0
NX_Q9UJM8,,HAO1,20,protein level,PE1,0
NX_Q9H1E5,,TMX4,20,protein level,PE1,0
NX_Q9NQ66,,PLCB1,20,protein level,PE1,0
NX_Q15147,,PLCB4,20,protein level,PE1,0
NX_Q9UJQ1,,LAMP5,20,protein level,PE1,0
NX_Q9P286,,PAK7,20,protein level,PE1,0
NX_Q9NU02,,ANKEF1,20,transcript level,PE2,1
NX_P60880,,SNAP25,20,protein level,PE1,0
NX_Q9NPJ1,,MKKS,20,protein level,PE1,0
NX_Q5VYV7,,SLX4IP,20,protein level,PE1,0
NX_P78504,,JAG1,20,protein level,PE1,0
NX_Q9UGB4,,C20orf187,20,transcript level,PE2,1
NX_Q9Y2F9,,BTBD3,20,protein level,PE1,0
NX_Q9NUV7,,SPTLC3,20,protein level,PE1,0
NX_B1AKI9,,ISM1,20,transcript level,PE2,1
NX_Q9H6P5,,TASP1,20,protein level,PE1,0
NX_Q9H501,,ESF1,20,protein level,PE1,0
NX_Q5TEU4,,NDUFAF5,20,protein level,PE1,0
NX_Q5TEA6,,SEL1L2,20,protein level,PE1,0
NX_A1Z1Q3,,MACROD2,20,protein level,PE1,0
NX_Q9NZU0,,FLRT3,20,protein level,PE1,0
NX_Q96L93,,KIF16B,20,protein level,PE1,0
NX_P08579,,SNRPB2,20,protein level,PE1,0
NX_Q9NRC9,,OTOR,20,protein level,PE1,0
NX_P16519,,PCSK2,20,protein level,PE1,0
NX_Q12934,,BFSP1,20,protein level,PE1,0
NX_P60981,,DSTN,20,protein level,PE1,0
NX_Q9P2E9,,RRBP1,20,protein level,PE1,0
NX_Q9H503,,BANF2,20,protein level,PE1,0
NX_Q9Y5X3,,SNX5,20,protein level,PE1,0
NX_Q9BRP0,,OVOL2,20,protein level,PE1,0
NX_Q9BQP7,,MGME1,20,protein level,PE1,0
NX_Q6UWS5,,PET117,20,protein level,PE1,0
NX_Q9H8E8,,CSRP2BP,20,protein level,PE1,0
NX_P52736,,ZNF133,20,protein level,PE1,0
NX_Q9NVP4,,DZANK1,20,protein level,PE1,0
NX_Q9H1D9,,POLR3F,20,protein level,PE1,0
NX_O75884,,RBBP9,20,protein level,PE1,0
NX_Q15437,,SEC23B,20,protein level,PE1,0
NX_Q8TEA8,,DTD1,20,protein level,PE1,0
NX_Q9BR46,,C20orf78,20,predicted,PE4,1
NX_Q9UJQ7,,SCP2D1,20,transcript level,PE2,1
NX_Q9HC58,,SLC24A3,20,transcript level,PE2,1
NX_Q8WYP3,,RIN2,20,protein level,PE1,0
NX_P61599,,NAA20,20,protein level,PE1,0
NX_Q9BZJ0,,CRNKL1,20,protein level,PE1,0
NX_Q8NHU2,,C20orf26,20,transcript level,PE2,1
NX_Q01101,,INSM1,20,protein level,PE1,0
NX_Q2PPJ7,,RALGAPA2,20,protein level,PE1,0
NX_Q2M2Z5,,PLK1S1,20,protein level,PE1,0
NX_Q9H0D6,,XRN2,20,protein level,PE1,0
NX_Q9H2Z4,,NKX2-4,20,protein level,PE1,0
NX_O95096,,NKX2-2,20,transcript level,PE2,1
NX_P15863,,PAX1,20,protein level,PE1,0
NX_Q9Y261,,FOXA2,20,protein level,PE1,0
NX_P31391,,SSTR4,20,transcript level,PE2,1
NX_P07204,,THBD,20,protein level,PE1,0
NX_Q9NPY3,,CD93,20,protein level,PE1,0
NX_Q9UKK6,,NXT1,20,protein level,PE1,0
NX_Q9H116,,GZF1,20,protein level,PE1,0
NX_Q9H115,,NAPB,20,protein level,PE1,0
NX_Q9H114,,CSTL1,20,transcript level,PE2,1
NX_Q9H112,,CST11,20,protein level,PE1,0
NX_O60676,,CST8,20,protein level,PE1,0
NX_Q5W188,,CST9LP1,20,uncertain,PE5,0
NX_Q9H4G1,,CST9L,20,protein level,PE1,0
NX_Q5W186,,CST9,20,transcript level,PE2,1
NX_P01034,,CST3,20,protein level,PE1,0
NX_P01036,,CST4,20,protein level,PE1,0
NX_P01037,,CST1,20,protein level,PE1,0
NX_P09228,,CST2,20,protein level,PE1,0
NX_P28325,,CST5,20,protein level,PE1,0
NX_Q9BX51,,GGTLC1,20,transcript level,PE2,1
NX_Q9H7V2,,SYNDIG1,20,transcript level,PE2,1
NX_O76096,,CST7,20,protein level,PE1,0
NX_Q9HDC9,,APMAP,20,protein level,PE1,0
NX_Q9NUB1,,ACSS1,20,protein level,PE1,0
NX_Q9NZR4,,VSX1,20,protein level,PE1,0
NX_O75354,,ENTPD6,20,protein level,PE1,0
NX_P11216,,PYGB,20,protein level,PE1,0
NX_Q8N2K0,,ABHD12,20,protein level,PE1,0
NX_Q14691,,GINS1,20,protein level,PE1,0
NX_Q9Y2I6,,NINL,20,protein level,PE1,0
NX_Q8TBE9,,NANP,20,protein level,PE1,0
NX_Q9Y3M9,,ZNF337,20,protein level,PE1,0
NX_Q5T319,,FAM182B,20,transcript level,PE2,1
NX_Q5T1J6,,FAM182A,20,transcript level,PE2,1
NX_Q9H4R4,,NCOR1P1,20,uncertain,PE5,0
NX_Q9BZ01,,FRG1B,20,transcript level,PE2,1
NX_Q30KQ5,,DEFB115,20,transcript level,PE2,1
NX_Q30KQ4,,DEFB116,20,transcript level,PE2,1
NX_Q96PH6,,DEFB118,20,transcript level,PE2,1
NX_Q8N690,,DEFB119,20,transcript level,PE2,1
NX_Q5J5C9,,DEFB121,20,transcript level,PE2,1
NX_Q8N688,,DEFB123,20,transcript level,PE2,1
NX_Q8NES8,,DEFB124,20,transcript level,PE2,1
NX_O75628,,REM1,20,protein level,PE1,0
NX_Q8TCT9,,HM13,20,protein level,PE1,0
NX_P41134,,ID1,20,protein level,PE1,0
NX_Q96KJ9,,COX4I2,20,protein level,PE1,0
NX_Q07817,,BCL2L1,20,protein level,PE1,0
NX_Q9ULW0,,TPX2,20,protein level,PE1,0
NX_Q9H1R3,,MYLK2,20,protein level,PE1,0
NX_O43638,,FOXS1,20,transcript level,PE2,1
NX_Q9H1R2,,DUSP15,20,protein level,PE1,0
NX_Q3SXZ7,,TTLL9,20,transcript level,PE2,1
NX_Q9NUG6,,PDRG1,20,protein level,PE1,0
NX_Q5GH72,,XKR7,20,protein level,PE1,0
NX_Q9NUG4,,CCM2L,20,transcript level,PE2,1
NX_P08631,,HCK,20,protein level,PE1,0
NX_Q92544,,TM9SF4,20,protein level,PE1,0
NX_Q9H489,,TSPY26P,20,uncertain,PE5,0
NX_Q9UPG8,,PLAGL2,20,transcript level,PE2,1
NX_Q9H488,,POFUT1,20,protein level,PE1,0
NX_O15066,,KIF3B,20,protein level,PE1,0
NX_Q8IXJ9,,ASXL1,20,protein level,PE1,0
NX_Q96MY1,,C20orf112,20,protein level,PE1,0
NX_Q5W150,,-,20,transcript level,PE2,1
NX_Q8NBC4,,C20orf203,20,transcript level,PE2,1
NX_Q86VX2,,COMMD7,20,protein level,PE1,0
NX_Q9UBC3,,DNMT3B,20,protein level,PE1,0
NX_Q15691,,MAPRE1,20,protein level,PE1,0
NX_A8MWE9,,EFCAB8,20,protein level,PE1,0
NX_Q8TC36,,SUN5,20,transcript level,PE2,1
NX_Q8N4F0,,BPIFB2,20,protein level,PE1,0
NX_Q8NFQ5,,BPIFB6,20,protein level,PE1,0
NX_P59826,,BPIFB3,20,transcript level,PE2,1
NX_P59827,,BPIFB4,20,transcript level,PE2,1
NX_Q96DR5,,BPIFA2,20,protein level,PE1,0
NX_Q86YQ2,,LATH,20,uncertain,PE5,0
NX_Q9BQP9,,BPIFA3,20,protein level,PE1,0
NX_Q9NP55,,BPIFA1,20,protein level,PE1,0
NX_Q8TDL5,,BPIFB1,20,protein level,PE1,0
NX_A6NEQ9,,-,20,uncertain,PE5,0
NX_Q96SZ6,,CDK5RAP1,20,protein level,PE1,0
NX_Q13424,,SNTA1,20,protein level,PE1,0
NX_O43439,,CBFA2T2,20,protein level,PE1,0
NX_Q96P71,,NECAB3,20,protein level,PE1,0
NX_Q9BQM9,,C20orf144,20,transcript level,PE2,1
NX_Q5JWF8,,ACTL10,20,transcript level,PE2,1
NX_Q01094,,E2F1,20,protein level,PE1,0
NX_Q9Y6I8,,PXMP4,20,protein level,PE1,0
NX_Q9BYN7,,ZNF341,20,transcript level,PE2,1
NX_Q9H444,,CHMP4B,20,protein level,PE1,0
NX_Q9UKM9,,RALY,20,protein level,PE1,0
NX_P20042,,EIF2S2,20,protein level,PE1,0
